,Sentiment,tokenized
515,0,"['اگر', 'وہ', 'تم', 'سے', 'پیار', 'کرتا', 'ہے', 'تو', 'وہ', 'تمھیں', 'کبھی', 'نہیں', 'چھوڑے', 'گا', 'اور', 'کبھی', 'تمھیں', 'نیچا', 'نہیں', 'دیکھائے', 'گا']"
516,1,"['یہ', 'لڑکی', 'فاقہ', 'کش', 'ہوتی', 'تو', 'بدصورت', 'نظر', 'آتی']"
517,1,"['جان', 'لیوا', 'تہیں', 'خواہشیں', 'ورنہوصل', 'سے', 'انتظار', 'اچہا', 'تہا']"
518,1,"['راولپنڈی', 'فتح', 'جنگ', 'میں', 'وین', 'اور', 'ٹینکر', 'کی', 'ٹکر', 'لوگ', 'فوت', 'زخمی', 'جماعت', 'اھلسنت', 'کی', 'طرف', 'سے', 'کراچی', 'میں', 'حضرت', 'عمررضی', 'کی', 'شھادت', 'کے', 'موقعے', 'پر', 'ریلی', 'نکالی', 'گئی']"
519,1,"['شکریہ', 'لیکن', 'مت', 'ضرور', 'وج', 'گئی', 'ہے', 'اب', 'خان', 'صاحب', 'کو', 'بھی', 'خیال', 'کرنا', 'چاھیے']"
520,1,"['کینیڈا', 'کی', 'پارلیمنٹ', 'میں', 'فائرنگ', 'کی', 'ویڈیو', 'جاری', 'کینیڈا', 'کی', 'پولیس', 'نے', 'پارلیمنٹ', 'پر', 'حملے', 'کی', 'ویڈیو', 'جاری']"
521,1,"['کو', 'جواب', 'دینا', 'چائے', 'اب', 'ہر', 'غریب', 'کارکنوں', 'کو', 'جو', 'اپنا', 'سب', 'لوٹا', 'کہ', 'سابت', 'قدم', 'رہے', 'ظالموں', 'سے', 'زیادہ', 'ظلم', 'کیا', 'ہے', 'بغیر', 'مشورہ', 'لیے', 'دہرنا', 'ختم', 'کر', 'کہ']"
522,1,"['ہمارے', 'ممبر', 'چچا', 'چنگم', 'کی', 'جانب', 'سے', 'بلاول', 'کی', 'کراچی', 'جلسے', 'میں', 'کی', 'گئی', 'تقریر', 'کی', 'زبردست', 'پیروڈی', 'بھابی', 'ہوں', 'میں', 'بھابی', 'ہوں']"
523,1,"['جب', 'زخم', 'ناسور', 'بن', 'جائیں', 'تو', 'زخم', 'لگانے', 'والے', 'کو', 'فراموش', 'کرنا', 'نا', 'ممکن', 'ہوجاتا', 'ہے', 'یہ', 'بات', 'وہی', 'سمجھ', 'سکتا', 'ہے', 'جو', 'زخم', 'اٹھاتا', 'ہے']"
524,1,"['تم', 'مرو', 'یا', 'جیو', 'اب', 'میں', 'کیا', 'کر', 'سکتا', 'ہوں']"
525,1,"['اسلام', 'اباد', 'میں', 'قادری', 'دھرنے', 'کی', 'اخری', 'رسومات', 'جاری', 'ہیںاس', 'کے', 'بعد', 'قل', 'اکتوبر', 'کو', 'ایبٹ', 'اباد', 'میں', 'ہوگااور', 'پھر', 'ہر', 'شہر', 'میں', 'مزید', 'رسوم', 'ہونگی']"
526,1,"['سودکھانے', 'والے', 'اس', 'کے', 'وکیل', 'اسکے', 'کاتب', 'اور', 'اس', 'کے', 'گواہ', 'پر', 'لعنت', 'فرمائی', 'ہے', 'اور', 'فرمایا', 'کہ', 'وہ', 'سارے', 'برابر', 'ہیںفرمان']"
527,1,"['کراچی', 'میں', 'تمام', 'نیوز', 'چینل', 'کی', 'بندشایم', 'کیو', 'ایم', 'اور', 'پاکستان', 'مسلم', 'لیگ', 'زندہ', 'بادپاکستان', 'ملک', 'ہے', 'شہنشاہوں', 'کا', 'بدمعاشوں', 'کا']"
528,0,"['سائنسدانوں', 'نے', 'حیرت', 'انگیز', 'طلسماتی', 'چھتری', 'ایجاد', 'کرلی']"
529,1,"['دنیائے', 'حادثات', 'ہے', 'اک', 'درد', 'ناک', 'گیتدنیا', 'کے', 'حادثات', 'سے', 'گھبرا', 'کے', 'پی', 'گیاکانٹے', 'تو', 'خیر', 'کانٹے', 'ہیں', 'ان', 'سے', 'گلہ', 'ہی', 'کیاپھولوں', 'کی', 'واردات', 'سے', 'گھبرا', 'کے', 'پی', 'گیا']"
530,0,"['جا', 'چکے', 'ھو', 'مگر', 'نہیں', 'جاتے', 'تم', 'تو', 'ہجرت', 'کمال', 'کرتے', 'ھو']"
531,1,"['نہیں', 'میں', 'شیو', 'نہیں', 'کرتا', 'صرف', 'ٹویٹ', 'کرتا', 'ہوں', 'بغیر', 'ٹائپو', 'والی', 'ڈ']"
532,1,"['کہیں', 'پڑھا', 'تھا', 'جمیعت', 'علما', 'پاکستان', 'بریلوی', 'فقہ', 'کے', 'علما', 'کی', 'ہے', 'لیکن', 'یاد', 'نہیں', 'ٹھیک', 'سے']"
533,1,"['وچ', 'داڑھی', 'اسلام', 'نہ', 'کوئیبن', 'عملاں', 'قرآن', 'نہ', 'کوئیجے', 'مکراں', 'تو', 'باز', 'نہ', 'آؤے', 'ملاں', 'جیہا', 'بے', 'ایمان', 'نہ', 'کوئیجے', 'گر', 'پا', 'دیوے']"
534,1,"['عمر', 'کے', 'نام', 'لیوا', 'کا', 'ہے', 'نصب', 'العین', 'حق', 'کوشی', 'کبھی', 'باطل', 'کے', 'آگے', 'اس', 'کا', 'سر', 'خم', 'ہو', 'نہیں', 'سکتا', 'سیدنا', 'عمر', 'فاروق']"
535,0,"['لاہور', 'سعد', 'اختر', 'بھروانہ', 'ڈی', 'آئی', 'جی', 'ٹریننگ', 'تعیناتنوٹی', 'فکیشن', 'جاری']"
536,0,"['آقا', 'صلی', 'اللہ', 'علیہ', 'و', 'آلہ', 'وسلم', 'کے', 'صحابہ', 'صحبت', 'کی', 'وجہ', 'سے', 'ہی', 'اتنے', 'پختہ', 'ایمان', 'اور', 'یقین', 'والے', 'تہے', 'اور', 'ان', 'میں', 'ان', 'کے', 'مرشد', 'کا', 'عکس', 'تہا']"
537,1,"['دبئی', 'ٹیسٹ', 'پاکستان', 'کے', 'خلاف', 'آسٹریلیا', 'کی', 'آٹھویں', 'وکٹ', 'رنز', 'پر', 'گر', 'گئی']"
538,1,"['ن', 'لیگ', 'وہ', 'پارٹی', 'ہے', 'جوضیاکی', 'بندوق', 'کے', 'زور', 'پہ', 'وبائی', 'مرض', 'کی', 'طرح', 'پہیلیجبکہتحریک', 'انصاف', 'آہستہ', 'آہستہ', 'خوشبو', 'کی', 'طرح', 'اپنا', 'اثر', 'دکھا', 'رہی', 'ہے']"
539,1,"['اس', 'گاڑی', 'کا', 'نمبر', 'ڈیزل', 'چور', 'ھے', 'چندے', 'سے', 'انقلاب']"
540,0,"['پراٹھے', 'مچھلی', 'چائے', 'عمران', 'خان', 'کے', 'ساتھ']"
541,0,"['کتاب', 'دستک', 'انتساب', 'میری', 'زندگی', 'ان', 'رشتوں', 'کے', 'نام', 'جو', 'عجیب', 'بھی', 'ھیں', 'اور', 'غریب', 'بھی', 'جو', 'محبت', 'اور', 'اذیت', 'کا', 'نایاب']"
542,1,"['جلسے', 'کی', 'ناکامی', 'کا', 'غصہ', 'جیو', 'نیوز', 'کے', 'نمائیندے', 'پر', 'اسکا', 'کیمرہ', 'توڑ', 'کر', 'نکالا', 'گیا', 'خان', 'جی', 'آپ', 'حقیقت', 'چھپا', 'نھی', 'سکتے']"
543,1,"['بلوچستان', 'میں', 'جنگلی', 'کتوں', 'کو', 'آزاد', 'چھوڑنے', 'کے', 'بعد', 'وزیر', 'اعلی', 'کہتے', 'ہیں', 'حالات', 'کو', 'خراب', 'کرنے', 'میں', 'غیرملکی', 'ہاتھ', 'شامل', 'ہے']"
544,1,"['قادری', 'انکل', 'نے', 'جو', 'کفن', 'سلوایا', 'تھا', 'نواز', 'حکومت', 'کے', 'لیے', 'وہ', 'کہاں', 'گیا']"
545,1,"['میں', 'کیمیا', 'پڑھ', 'پڑھ', 'کے', 'تنگ', 'آچکی', 'ہوں']"
546,1,"['لوہا', 'نائلون', 'پرانا', 'پلاسٹک', 'ٹین', 'ڈبے', 'پتریاں', 'گراریاں', 'پرانے', 'ٹائر', 'ٹیوب', 'یہ', 'سب', 'چیزیں', 'چندے', 'سے', 'انقلاب', 'میں', 'کافی', 'مددگار', 'ہو', 'سک']"
547,1,"['اور', 'جو', 'مجھے', 'انقلاب', 'نہ', 'لانے', 'کے', 'طعنے', 'مارے', 'اسے', 'بھی', 'شھید', 'کردو']"
548,1,"['ہمیں', 'آج', 'پتا', 'چلا', 'کہ', 'اس', 'لعنتی', 'ابو', 'لولو', 'فیروز', 'کا', 'مزار', 'بھی', 'ہے', 'ایران', 'میں', 'حیرت', 'ہے']"
549,1,"['شاہد', 'آفریدی', 'الیون', 'نے', 'آئی', 'ڈی', 'پیز', 'الیون', 'کو', 'ہرا', 'دیا']"
550,0,"['بہت', 'بہت', 'شکریہ', 'ہم', 'نے', 'تو', 'مٹھائی', 'کھانی', 'ہے', 'آپ', 'سے']"
551,0,"['تمام', 'مسلمانوں', 'کو', 'نیا', 'اسلامی', 'سال', 'مبارک', 'ہو', 'دعا', 'کرتے', 'ہیں', 'اللہ', 'تعالی', 'تمام', 'مسلمانوں', 'پر', 'اپنے', 'کرم', 'سے', 'رحمتیں', 'برکتیں', 'نعمتیں', 'نازل', 'فرمائیں', 'آمین', 'ثم', 'آمین']"
552,1,"['اسلام', 'اباد', 'ان', 'دھرنوں', 'کے', 'لئے', 'موزوں', 'ہے', 'امیروں', 'کا', 'شہر', 'ہے', 'ریڑھی', 'والے', 'غریبوں', 'کا', 'خرچہ', 'نکل', 'اتا', 'ہے']"
553,1,"['برازیل', 'میں', 'بصارت', 'سے', 'محروم', 'خواتین', 'کے', 'لیے', 'ڈانس', 'اسکول', 'کھول', 'دیا', 'گیاجن', 'کی', 'مہارت', 'کو', 'داد', 'دیئے', 'بغیر', 'کو']"
554,0,"['نیا', 'بلاگ', 'کب', 'تک', 'پوسٹ', 'کریں', 'گی', 'آپ']"
555,1,"['بجھی', 'بجھی', 'شام', 'شعر', 'یاراں']"
556,1,"['عدالت', 'نے', 'چالان', 'موصول', 'ہونے', 'پر', 'ملزمان', 'کے', 'خلاف', 'ٹرائل', 'شروع', 'کر', 'دیا']"
557,1,"['چلو', 'کچھ', 'دیر', 'ہنستے', 'ہیں', 'محبت', 'پرعنایت', 'پرکہ', 'بے', 'بنیاد', 'ہیں', 'باتیں', 'سبھی', 'رشتے', 'سبھی', 'ناتے', 'ضرورت', 'کی', 'ہیں', 'یجادیں', 'کہیں', 'کوئی', 'نہیں', 'مرتاکسی', 'کی', 'واسطے', 'جاناں']"
558,0,"['اللہ', 'اکبر', 'مولانا', 'جی', 'کیا', 'بات', 'ھے']"
559,0,"['جمعہ', 'مبارک', 'دعا', 'میں', 'یاد', 'رکھیں', 'شکریہ']"
560,1,"['تحریک', 'انصاف', 'اور', 'عوامی', 'تحریک', 'کی', 'سوشل', 'میڈیاوار', 'دونوں', 'کو', 'کمزور', 'کر', 'دے', 'گیدشمن', 'کو', 'موقعمت', 'دیں', 'دونوں', 'تبدیلی', 'والے', 'متحد', 'رہیں']"
561,1,"['ہم', 'پیپلز', 'پارٹی', 'سے', 'اپنے', 'حکومتی', 'تعلقات', 'کو', 'ختم', 'کررہے', 'ہیں', 'فاروق', 'ستار']"
562,1,"['بلائنڈڈولفن', 'کو', 'واپس', 'دریائے', 'سندھ', 'میں', 'چھوڑ', 'دیا', 'گیا']"
563,1,"['ملا', 'کی', 'اذاں', 'اور', 'مجاھدکی', 'اذاں', 'ملک', 'زیشان', 'اشرف', 'کی', 'جانب', 'سے', 'کیا', 'شاندار', 'کمنٹ', 'ایا', 'ہے']"
564,2,"['س', 'ٹیسٹ', 'کے', 'امپائرز', 'انگلینڈ', 'کے', 'کیٹل', 'برو', 'اور', 'جنوبی', 'افریقہ', 'کے', 'ایراسمس', 'ہیں', 'سری', 'لنکا', 'کے', 'رنجن', 'مدوگالے', 'میچ', 'ریفری', 'ہیں']"
565,1,"['کراچی', 'کے', 'بیشتر', 'علاقوں', 'میں', 'نیوز', 'چینلز', 'کی', 'نشریات', 'بند']"
566,1,"['ایم', 'کیو', 'ایم', 'کو', 'منانے', 'کی', 'کوئی', 'کوشش', 'نہیں', 'کیرحمان', 'ملکگویا', 'اس', 'بار', 'خود', 'ہی', 'ذلیل', 'ہو', 'کہ', 'واپس', 'آ', 'جاویں', 'گے', 'جیسے', 'طاھرکینیڈوی', 'ذلیل', 'و', 'رسوا', 'ہو', 'کہ', 'آ', 'گئے']"
567,1,"['دھرنا', 'ختم', 'کرنے', 'پر', 'عوامی', 'تحریک', 'کے', 'کارکن', 'رو', 'پڑے', 'یہ', 'خبر', 'ایسے', 'لوگ', 'بھی', 'شئیر', 'کر', 'رہے', 'ہیں', 'جو', 'دن', 'رات', 'یہ', 'کہا', 'کرتے', 'تھے']"
568,2,"['دبئی', 'ٹیسٹ', 'میچ', 'میں', 'پاکستان', 'کی', 'پہلے', 'بیٹنگ']"
569,0,"['مجھے', 'ایسا', 'لطف', 'عطا', 'کیا', 'جو', 'ہجر', 'تھا', 'نہ', 'وصال', 'تھامرے', 'موسموں', 'کے', 'مزاج', 'داں', 'تجھے', 'میرا', 'کتنا', 'خیال', 'تھاکسی', 'اور', 'چہرے', 'کو']"
570,1,"['ہم', 'نے', 'اپنے', 'وجود', 'کی', 'چادر', 'تنگ', 'اپنے', 'گمان', 'پر', 'کی', 'ہے']"
571,1,"['کادری', 'کو', 'یہاں', 'سے', 'دھکا', 'دینا', 'چاھیئے']"
572,1,"['سمارٹ', 'فون', 'کے', 'عادیوں', 'کے', 'لیے', 'ڈجٹل', 'ڈیٹاکس', 'کیپ', 'ڈیجیٹل', 'کھلونوں', 'کی', 'لت', 'میں', 'مبتلا', 'بعض', 'لوگ', 'اپنے', 'علاج', 'کے']"
573,1,"['سیتا', 'وایٹ', 'کا', 'وقوعہ', 'تو', 'مملکت', 'خداداد', 'پاکستان', 'کی', 'حدود', 'سے', 'باہر', 'کا', 'ہے', 'اس', 'لیے', 'اسلامی', 'حد', 'لاگو', 'نہیں', 'ہو', 'سکتی']"
574,0,"['اے', 'شفقت', 'اے', 'ھن', 'جناب', 'دیناراض', 'نا', 'ہونا', 'مرا', 'ویر']"
575,0,"['نبی', 'اکرم', 'صلی', 'اللہ', 'علیہ', 'وآلہ', 'وسلم', 'پر', 'ہزاروں', 'کڑوڑوں', 'درود', 'و', 'سلام']"
576,1,"['پھر', 'نون', 'لیگی', 'کیسے', 'جھیلتی', 'ہیں', 'وہ', 'تو', 'بہت', 'عجیب', 'ہیں', 'ہر', 'وقت', 'ہی', 'سڑے', 'سڑے', 'رہتے', 'ہیں']"
577,1,"['کراچی', 'باپ', 'بیٹے', 'اورسابق', 'ایف', 'آئی', 'اے', 'ملازم', 'سمیت', 'افراد', 'ہلاک']"
578,1,"['آج', 'کا', 'کارٹون', 'لمبی', 'ٹانگ', 'والا', 'کرکٹر', 'پارلیمنٹ', 'میں', 'کیلن', 'بولڈ', 'ہوتا', 'ہوا', 'نظر', 'ایا']"
579,0,"['آج', 'سے', 'بیس', 'سال', 'پہلے', 'ایک', 'عزیز', 'تعلیم', 'کے', 'سلسلے', 'میں', 'امریکہ', 'میں', 'مقیم', 'تھا']"
580,1,"['دبئی', 'ٹیسٹ', 'پر', 'پاکستان', 'کی', 'گرفت', 'مضبوط']"
581,1,"['ڈیرہ', 'غازی', 'خان', 'تھانا', 'گدائی', 'میں', 'زیر', 'حراست', 'ملزم', 'نے', 'مبینہ', 'طور', 'پر', 'خود', 'کو', 'آگ', 'لگا', 'دیزخمی', 'ملزم', 'کو', 'اسپتال', 'منتقل', 'کردیا', 'گیا', 'پولیس']"
582,1,"['راولپنڈی', 'ترقی', 'کی', 'بجائے', 'تنزلی', 'کی', 'رفتا', 'ر', 'بہت', 'تیز', 'ہے', 'کرپٹ', 'اشرافیہ', 'اپنے', 'بیرون', 'ملک', 'اکاؤنٹس', 'کو', 'بھررہی', 'ہے', 'جماعت', 'اسلامی']"
583,0,"['شہدا', 'نے', 'پکارا', 'ہے', 'تم', 'کوفردوس', 'کے', 'بالا', 'خانوں', 'سے', 'ہم', 'راہ', 'وفا', 'میں', 'کٹ', 'آے', 'تم', 'کوپیارہے', 'ابھی', 'تک', 'اپنی', 'جانوں', 'سے', 'ذوالحج', 'یوم', 'شھادت', 'محمد', 'عثمان', 'باغائی']"
584,1,"['نماز', 'فجر', 'کے', 'بعد', 'چند', 'جنونیوں', 'کا', 'مسجد', 'کے', 'سپیکر', 'پر', 'دہاوا', 'کسی', 'ٹارچر', 'سے', 'کم', 'نہیں', 'شور']"
585,1,"['میں', 'منٹو', 'سے', 'شرمندہ', 'ہوں', 'آج', 'دل', 'چاہاکہ', 'ترتیب', 'ٹہیک', 'کردوں', 'مگر', 'امرتا', 'پریتم', 'سب', 'سے', 'نچلی', 'شیلف', 'میں', 'دیکہ', 'کر', 'دو', 'آنسو', 'حلق', 'میں', 'اتارے']"
586,0,"['السلام', 'علیکم', 'صبح', 'بخیر', 'اللہ', 'تعالی', 'سے', 'بخشش', 'مانگو', 'بے', 'شک', 'اللہ', 'تعالی', 'بخشش', 'مہربانی', 'کرنے', 'والا', 'ہے']"
587,2,"['اگر', 'ٹرین', 'کی', 'رفتار', 'کلومیٹر', 'فی', 'گھنٹہ', 'ہو', 'تو', 'منٹ', 'کی', 'وڈیو', 'میں', 'ٹرین', 'کی', 'تقریبا', 'لمبائی', 'کیا', 'ہوسکتی', 'ہے']"
588,1,"['نیوز', 'چینلز', 'کے', 'پرائم', 'ٹائم', 'پر', 'لایا', 'گیا', 'انقلاب', 'اٹھ', 'گیاخطرہ', 'ہے', 'انقلاب', 'کے', 'روح', 'رواں', 'قبض', 'شکار', 'نہ', 'ہوں', 'لہذا', 'وقت', 'پر', 'اسبغول', 'پی', 'لیا', 'کریں']"
589,1,"['کرکٹ', 'کی', 'الف', 'ب', 'نہیں', 'پتہ', 'تو', 'جنونی', 'ہونے', 'کا', 'فائدہ', 'کیا', 'وہ', 'سلیم', 'یوسف', 'ہے']"
590,2,"['بچے', 'غیر', 'سیاسی', 'ہوتے', 'ہیں']"
591,1,"['پانچ', 'فیصد', 'دیوبندی', 'تکفیری', 'اقلیت', 'کی', 'پچھتر', 'فیصد', 'سنی', 'بریلوی', 'صوفی', 'اکثریت', 'کے', 'خلاف', 'دہشت', 'گردی', 'کب', 'تک', 'فاروق', 'چشتی']"
592,1,"['مقروض', 'کے', 'بگڑے', 'ہوئے', 'حالات', 'کی', 'مانندمجبور', 'کے', 'ہونٹوں', 'پہ', 'سوالات', 'کی', 'ماننددل', 'کا', 'تیری', 'چاہت', 'میں', 'عجب', 'حال']"
593,1,"['پاکستان', 'میں', 'جب', 'لیڈر', 'کی', 'موت', 'اتی', 'ھے', 'وہ', 'چینل', 'بند', 'کرنے', 'کو', 'دوڑتا', 'ھے', 'آپس', 'کی', 'بات', 'ھے', 'ن', 'لیگی', 'لیڈر', 'اور', 'گیدڑ', 'میں', 'فرق', 'تلاش', 'کرنا', 'ناممکن', 'ھے']"
594,0,"['ساقی', 'تیری', 'محفل', 'میں', 'ہم', 'کچے', 'جام', 'اچھالیں', 'گے', 'جب', 'ڈی', 'چوک', 'میں', 'جائیں', 'گے', 'ڈیزل', 'سے', 'نہا', 'لیں', 'گے', 'چندے', 'سے', 'انقلاب']"
595,1,"['بے', 'بس', 'بھکاریوں', 'کی', 'طرح', 'توڑ', 'کر', 'انا', 'کشکول', 'لے', 'کے', 'تیرے', 'در', 'و', 'بام', 'تک', 'گے']"
596,1,"['پروفیسرغلام', 'اعظم', 'کی', 'شہادتحکومت', 'رویہ', 'درست', 'کرے', 'حمید', 'گلمحسنوں', 'کو', 'بھولنا', 'بدنصیبی', 'ہے', 'اسلم', 'بیگعوامی', 'لیگ', 'نے']"
597,1,"['لوٹ', 'آنے', 'کی', 'امیدیں', 'ٹوٹ', 'پائی', 'ہی', 'نہیں', 'بند', 'ہو', 'پائے', 'نہیں', 'ہیں', 'اب', 'بہی', 'در', 'کہنا', 'اسے', 'ملک', 'عدنان', 'احمد', 'بے', 'سہارا', 'محسوس', 'کر', 'ریا', 'ہوں']"
598,0,"['مفتی', 'محمود', 'نے', 'کہا', 'تھاخدا', 'کا', 'شکر', 'ہم', 'پاکستان', 'بنانے', 'کے', 'گناہ', 'میں', 'شامل', 'نہیں', 'تھے', 'پھر', 'مفتی', 'صاب', 'مغربی', 'جمہوریت', 'کا', 'حصہ', 'دار', 'بن', 'کرسرحد', 'کے', 'وزیر', 'اعلی', 'لگ', 'گئے']"
599,0,"['میری', 'دعا', 'ھے', 'کہ', 'نیا', 'اسلامی', 'سال', 'ھمارے', 'ملک', 'کیلئے', 'بہتری', 'لے', 'کر', 'آئے', 'مسلمانوں', 'کو', 'نئے', 'اسلامی', 'سال', 'کی', 'مبارک']"
600,2,"['سوال', 'چائے', 'کا', 'اصلی', 'وطن', 'کون', 'سا', 'ہے', 'اپنا', 'جواب', 'اس', 'نمبر', 'پہ', 'دیں']"
601,1,"['پی', 'آئی', 'اے', 'کا', 'مالی', 'بحران', 'شدت', 'اختیار', 'کرگیا']"
602,1,"['پشاور', 'میں', 'آب', 'درہ', 'روڈ', 'پر', 'واقع', 'پلازہ', 'میں', 'سلنڈر', 'دھماکہ', 'دھماکے', 'میں', 'خاتون', 'سمیت', 'ا', 'فراد', 'زخمی']"
603,1,"['بکھری', 'ہے', 'تری', 'زلف', 'تو', 'ہم', 'شانہ', 'کریں', 'گے', 'مٹی', 'میں', 'ملا', 'دیں', 'گے', 'حریفوں', 'کی', 'تدابیر', 'اے', 'وادی', 'کشمیر']"
604,0,"['دیکھ', 'کر', 'جو', 'ہمیں', 'چپ', 'چاپ', 'گزر', 'جاتا', 'ہے', 'کبھی', 'اس', 'شخص', 'کو', 'ہم', 'پیار', 'کیا', 'کرتے', 'تھے']"
605,0,"['ر', 'ایک', 'بچے', 'کی', 'سکول', 'میں', 'موجودگی', 'یقینی', 'بنانے', 'کے', 'لئے', 'ریاست', 'کو', 'تعلیمی', 'معاملات', 'سے', 'نمٹنے', 'کے', 'لئے', 'نئی', 'قوت', 'کے', 'ساتھ', 'عزم', 'کو', 'یقینی']"
606,1,"['پاک', 'ایران', 'گیس', 'پائپ', 'لائن', 'پر', 'امریکا', 'نے', 'پابندی', 'عائد', 'کررکھی', 'ہے', 'وزیر', 'پٹرولیم']"
607,0,"['+', 'تاکہ', 'سوشل', 'میڈیا', 'پرختم', 'نبوت', 'کے', 'کام', 'کو', 'بہتر', 'اور', 'منظم', 'انداز', 'میں', 'کیا', 'جاسکے', 'ساتھی', 'کل', 'ہونے', 'والی', 'کانفرنس', 'میں', 'شرکت', 'لازمی', 'بنائیں', 'چناب', 'نگر', 'کانفرنس']"
608,1,"['انقلاب', 'آیا', 'نہ', 'جانے', 'کدھر', 'گیا', 'اک', 'شہر', 'تھا', 'آباد', 'اجڑ', 'گیا']"
609,1,"['جس', 'ملک', 'میں', 'انصاف', 'نہیں', 'ملتا', 'وہاں', 'حق', 'کا', 'بول', 'بالا', 'کیسے', 'ہو', 'سکتا', 'ہے', 'اس', 'ملک', 'کو', 'سب', 'سے', 'زیادہ', 'نقصان', 'اہل', 'انصاف', 'نے', 'دیا']"
610,1,"['ناچ', 'گانے', 'والا', 'پاکستان', 'نہیں', 'چاہیے', 'لیکن', 'میری', 'بیٹی', 'اچہا', 'ناچتی', 'ہے', 'راناخطابت', 'اور', 'ٹہمکے', 'ساتھ', 'ساتھ', 'شرمیلا']"
611,0,"['تئیس', 'اکتوبر', 'کو', 'عوامی', 'تحریک', 'کے', 'جلسے', 'کے', 'لیے', 'ایبٹ', 'آبادجاؤں', 'گاطاہر', 'القادری']"
612,1,"['لاہور', 'محرم', 'سیکیورٹی', 'کیلئے', 'انتظامات', 'کو', 'حتمی', 'شکل']"
613,1,"['آج', 'قادری', 'صاحب', 'نے', 'کچھ', 'عمران', 'خان', 'سے', 'مایوس', 'ہو', 'کر', 'اور', 'کچھ', 'ڈیل', 'کے', 'نتیجے', 'میں', 'اپنا', 'دھرنا', 'ختم', 'کر', 'دیا', 'اس', 'فیصلے', 'کے', 'کئی']"
614,2,"['انصافیوں', 'کے', 'ٹرینڈ', 'کا', 'احوال', 'اوریجنل', 'ٹرینڈ', '=', 'ریٹویٹس', '=', 'ریپلائیز', '=']"
615,0,"['آسٹریلیا', 'کیخلاف', 'سال', 'بعد', 'دونوں', 'اننگز', 'میں', 'سینجریاں', 'اسکور', 'ہوئیں']"
616,1,"['مسجد', 'میں', 'ریپ', 'کرنے', 'والے', 'امام', 'کو', 'سال', 'قیدصرف', 'بیس', 'مزید', 'پڑھیں']"
617,0,"['لاہورنان', 'اور', 'روٹی', 'کی', 'مقررہ', 'قیمتوں', 'پر', 'فروخت', 'یقینی', 'بنا', 'رہے', 'ہیں', 'انتظامیہ']"
618,1,"['جہلمتحریک', 'إنصفاف', 'سونامی', 'کی', 'لہریں', 'سولہ', 'نومبر', 'کو', 'جہلم', 'سے', 'ٹکرایں', 'گی']"
619,1,"['لیکن', 'ہم', 'نے', 'جنگلا', 'بس', 'بنانی', 'ہے', 'ملتان', 'میں', 'پینے', 'کا', 'صاف', 'پانی', 'نہیں', 'لیکن', 'ہم', 'نے', 'جنگلا', 'بس', 'بنانی', 'ہے', 'ملتان', 'میں', 'ساری', 'سڑکیں']"
620,1,"['ھم', 'شھزاد', 'کوروتے', 'ھیں', 'یہاں', 'سیانہ', 'بیانہ', 'معین', 'خان', 'بھی', 'سیلفیاں', 'لیتاھے']"
621,1,"['کوہلی', 'اور', 'انوشکا', 'کب', 'شادی', 'کررہے', 'ہیں', 'عامر', 'خان', 'کو', 'بھی', 'فکر', 'لاحق', 'ہوگئی']"
622,1,"['تم', 'پھر', 'نہ', 'آ', 'سکو', 'گے', 'بتانا', 'تو', 'تھا', 'مجھے', 'تم', 'دور', 'جا', 'کے', 'بس', 'گئے', 'میں', 'ڈھونڈھتا', 'پھرا']"
623,0,"['لاہور', 'مدعیہ', 'کا', 'پسند', 'کی', 'شادی', 'والا', 'بیان', 'برقرار']"
624,0,"['بجلی', 'کی', 'قیمتوں', 'میں', 'اضافہ', 'واپس']"
625,0,"['جانے', 'دیں', 'سر', 'جی']"
626,1,"['گلی', 'میں', 'پھرتا', 'ھے', 'رات', 'بھر', 'کوئی', 'گلے', 'میں', 'نیند', 'کا', 'تعویز', 'ڈالے', 'ھوئے']"
627,1,"['ایم', 'کیو', 'ایم', 'کو', 'دھمکی', 'آمیز', 'خطوط', 'بھیجے', 'جا', 'رہے', 'ہیں', 'رہ', 'نما', 'ایم', 'کیوایم', 'آصف', 'حسنین']"
628,1,"['ٹھرکی', 'سے', 'یاد', 'آیا', 'کہاں', 'ہے', 'آجکل']"
629,0,"['حسان', 'ریاض', 'جیت', 'نہیں', 'رہاحسان', 'ریاض', 'جیت', 'گیا', 'ہے', 'مبارک', 'ہو', 'مبارک', 'ہو', 'مبارک', 'ہو']"
630,2,"['وہ', 'انکو', 'نہیں', 'آتا']"
631,1,"['لاہور', 'رانا', 'ثنااللہ', 'کو', 'نوٹس', 'پنجاب', 'اسمبلی', 'سیکرٹریٹ', 'کے', 'پتے', 'پر', 'بھجوا', 'دیاگیا']"
632,1,"['فرشتہ', 'یا', 'بھیڑیا', 'طاہر', 'القادی', 'کتنے', 'میں', 'بکے', 'ورثا', 'کی', 'دیت', 'کے']"
633,1,"['رقم', 'کچھ', 'زیادہ', 'کریں', 'پہر', 'خاں', 'صاحب', 'سے', 'بات', 'کرتے', 'ہیں']"
634,0,"['خلیفہ', 'ہارون', 'رشید']"
